Date,Open,High,Low,Close,Adj Close,Volume
1987-08-24,10.937500,11.687500,10.812500,11.000000,11.000000,8407400
1987-08-31,11.062500,11.125000,10.000000,10.125000,10.125000,3711000
1987-09-07,10.187500,11.062500,9.687500,10.812500,10.812500,4725400
1987-09-14,10.875000,10.937500,10.062500,10.125000,10.125000,2670200
1987-09-21,10.250000,11.500000,10.062500,10.937500,10.937500,5900400
1987-09-28,11.250000,12.375000,10.937500,12.312500,12.312500,11101600
1987-10-05,12.312500,12.437500,11.062500,11.125000,11.125000,10166000
1987-10-12,10.125000,10.375000,8.750000,9.000000,9.000000,10663400
1987-10-19,8.000000,8.125000,4.875000,5.687500,5.687500,12093200
1987-10-26,5.312500,6.500000,4.750000,5.750000,5.750000,8017800
1987-11-02,5.312500,5.625000,4.875000,5.250000,5.250000,7380400
1987-11-09,5.125000,5.625000,4.875000,5.375000,5.375000,4129400
1987-11-16,5.375000,5.437500,4.687500,4.937500,4.937500,3833200
1987-11-23,4.812500,5.187500,4.687500,4.687500,4.687500,2125600
1987-11-30,4.562500,4.750000,3.750000,4.062500,4.062500,5850600
1987-12-07,4.125000,4.937500,4.062500,4.687500,4.687500,4449600
1987-12-14,4.625000,5.250000,4.562500,5.250000,5.250000,7806800
1987-12-21,5.250000,5.375000,5.000000,5.125000,5.125000,4595400
1987-12-28,4.937500,5.062500,4.562500,4.937500,4.937500,3618800
1988-01-04,5.000000,5.625000,4.937500,5.125000,5.125000,4914800
1988-01-11,5.125000,5.437500,4.625000,5.000000,5.000000,5247200
1988-01-18,5.000000,5.000000,4.437500,4.687500,4.687500,3873000
1988-01-25,4.687500,4.875000,4.562500,4.812500,4.812500,2364600
1988-02-01,4.875000,5.000000,4.687500,4.875000,4.875000,3155200
1988-02-08,4.812500,5.250000,4.750000,5.062500,5.062500,2826400
1988-02-15,5.062500,5.437500,5.062500,5.312500,5.312500,2204400
1988-02-22,5.250000,6.437500,5.250000,5.937500,5.937500,10600600
1988-02-29,6.000000,6.375000,5.812500,6.062500,6.062500,5230800
1988-03-07,6.062500,6.937500,6.000000,6.250000,6.250000,6515000
1988-03-14,6.187500,6.437500,6.000000,6.250000,6.250000,4574800
1988-03-21,6.187500,6.312500,5.625000,5.625000,5.625000,2524200
1988-03-28,5.437500,5.687500,5.375000,5.500000,5.500000,2538600
1988-04-04,5.500000,6.812500,5.437500,6.687500,6.687500,7613400
1988-04-11,6.812500,7.000000,6.062500,6.250000,6.250000,9558800
1988-04-18,6.250000,6.687500,6.125000,6.562500,6.562500,3588600
1988-04-25,6.625000,7.375000,6.562500,7.187500,7.187500,10420400
1988-05-02,7.187500,7.437500,6.937500,7.125000,7.125000,4176800
1988-05-09,7.062500,7.562500,6.562500,7.500000,7.500000,6539000
1988-05-16,7.500000,7.687500,6.750000,7.312500,7.312500,8868200
1988-05-23,7.250000,7.312500,7.000000,7.125000,7.125000,3889400
1988-05-30,7.000000,7.937500,7.000000,7.750000,7.750000,7267400
1988-06-06,7.812500,8.250000,7.750000,8.000000,8.000000,11115200
1988-06-13,8.000000,8.187500,7.687500,7.875000,7.875000,4396800
1988-06-20,7.750000,8.187500,7.562500,8.125000,8.125000,4910800
1988-06-27,8.125000,8.437500,7.875000,8.250000,8.250000,5428000
1988-07-04,8.187500,8.312500,7.875000,8.187500,8.187500,3050000
1988-07-11,8.187500,8.375000,7.187500,7.187500,7.187500,8912000
1988-07-18,7.000000,7.375000,6.625000,6.937500,6.937500,4250000
1988-07-25,6.937500,6.937500,6.250000,6.687500,6.687500,5456000
1988-08-01,6.687500,6.875000,6.375000,6.437500,6.437500,2161200
1988-08-08,6.500000,6.562500,5.875000,6.125000,6.125000,5358800
1988-08-15,6.062500,6.187500,5.687500,5.937500,5.937500,3655000
1988-08-22,5.875000,5.937500,5.500000,5.875000,5.875000,4237200
1988-08-29,5.812500,5.937500,5.250000,5.687500,5.687500,3935600
1988-09-05,5.687500,5.812500,5.375000,5.812500,5.812500,3045600
1988-09-12,5.812500,5.875000,5.562500,5.875000,5.875000,2979800
1988-09-19,5.875000,5.875000,5.437500,5.687500,5.687500,3463600
1988-09-26,5.687500,5.750000,4.500000,4.625000,4.625000,8099600
1988-10-03,4.500000,4.562500,4.250000,4.375000,4.375000,5946600
1988-10-10,4.375000,5.250000,4.187500,4.937500,4.937500,10434200
1988-10-17,4.875000,4.937500,4.562500,4.687500,4.687500,3117800
1988-10-24,4.687500,4.687500,4.250000,4.312500,4.312500,4003000
1988-10-31,4.375000,4.562500,4.250000,4.375000,4.375000,3797800
1988-11-07,4.312500,4.375000,4.000000,4.062500,4.062500,4117400
1988-11-14,4.062500,4.125000,3.562500,3.875000,3.875000,4825600
1988-11-21,3.812500,3.875000,3.625000,3.750000,3.750000,1833400
1988-11-28,3.687500,4.062500,3.562500,3.937500,3.937500,4270200
1988-12-05,4.000000,4.125000,3.562500,3.562500,3.562500,6294000
1988-12-12,3.625000,4.437500,3.562500,4.375000,4.375000,6855600
1988-12-19,4.312500,4.500000,4.125000,4.312500,4.312500,4583000
1988-12-26,4.312500,4.437500,4.250000,4.312500,4.312500,2479400
1989-01-02,4.312500,4.687500,4.250000,4.562500,4.562500,5382400
1989-01-09,4.687500,4.687500,4.312500,4.437500,4.437500,4328200
1989-01-16,4.437500,4.437500,4.187500,4.250000,4.250000,5459000
1989-01-23,4.312500,4.625000,4.250000,4.562500,4.562500,6840000
1989-01-30,4.562500,4.812500,4.437500,4.750000,4.750000,4625600
1989-02-06,4.687500,4.750000,4.312500,4.437500,4.437500,3768800
1989-02-13,4.375000,4.437500,4.312500,4.312500,4.312500,2068400
1989-02-20,4.312500,4.562500,4.187500,4.187500,4.187500,2485800
1989-02-27,4.187500,4.250000,4.000000,4.062500,4.062500,2168000
1989-03-06,4.062500,4.312500,4.062500,4.312500,4.312500,2463800
1989-03-13,4.312500,4.375000,4.000000,4.062500,4.062500,1831200
1989-03-20,4.062500,4.187500,4.000000,4.125000,4.125000,1379600
1989-03-27,4.125000,4.312500,4.125000,4.250000,4.250000,2196800
1989-04-03,4.187500,4.687500,4.187500,4.625000,4.625000,3175600
1989-04-10,4.625000,4.687500,4.375000,4.437500,4.437500,3220400
1989-04-17,4.500000,4.625000,4.375000,4.437500,4.437500,1399000
1989-04-24,4.500000,4.562500,4.125000,4.437500,4.437500,1451000
1989-05-01,4.437500,4.500000,4.312500,4.312500,4.312500,2494800
1989-05-08,4.312500,4.562500,4.250000,4.562500,4.562500,2813800
1989-05-15,4.562500,4.750000,4.437500,4.687500,4.687500,4849800
1989-05-22,4.687500,4.750000,4.500000,4.750000,4.750000,2936800
1989-05-29,4.812500,5.250000,4.812500,5.187500,5.187500,7459000
1989-06-05,5.125000,5.187500,5.000000,5.000000,5.000000,3243600
1989-06-12,5.062500,5.187500,4.875000,4.937500,4.937500,2953800
1989-06-19,4.937500,5.125000,4.812500,5.125000,5.125000,3980800
1989-06-26,5.062500,5.187500,4.812500,4.875000,4.875000,3668600
1989-07-03,4.812500,5.062500,4.812500,5.000000,5.000000,1715400
1989-07-10,5.000000,5.062500,4.562500,4.687500,4.687500,4886400
1989-07-17,4.625000,4.750000,4.375000,4.500000,4.500000,2525000
1989-07-24,4.375000,4.562500,4.062500,4.250000,4.250000,2636600
1989-07-31,4.250000,4.500000,4.187500,4.437500,4.437500,1784200
1989-08-07,4.437500,4.562500,4.312500,4.312500,4.312500,2095600
1989-08-14,4.312500,4.375000,4.125000,4.250000,4.250000,1119400
1989-08-21,4.250000,4.312500,4.125000,4.250000,4.250000,1218400
1989-08-28,4.250000,4.312500,4.125000,4.250000,4.250000,1340000
1989-09-04,4.250000,4.250000,4.125000,4.187500,4.187500,2189200
1989-09-11,4.125000,4.625000,4.125000,4.375000,4.375000,3650000
1989-09-18,4.375000,4.375000,4.187500,4.312500,4.312500,1228400
1989-09-25,4.250000,4.500000,4.250000,4.437500,4.437500,2297000
1989-10-02,4.437500,4.500000,4.187500,4.312500,4.312500,1330600
1989-10-09,4.250000,4.500000,4.000000,4.062500,4.062500,3345600
1989-10-16,3.937500,4.250000,3.750000,4.125000,4.125000,2686200
1989-10-23,4.125000,4.187500,3.812500,3.937500,3.937500,1612400
1989-10-30,3.875000,4.000000,3.687500,3.750000,3.750000,1543000
1989-11-06,3.750000,3.875000,3.562500,3.812500,3.812500,1352000
1989-11-13,3.875000,4.000000,3.750000,3.875000,3.875000,853600
1989-11-20,3.875000,3.937500,3.625000,3.812500,3.812500,2361000
1989-11-27,3.750000,3.812500,3.687500,3.812500,3.812500,2403400
1989-12-04,3.812500,3.875000,3.687500,3.875000,3.875000,1523600
1989-12-11,3.812500,4.062500,3.750000,4.000000,4.000000,3475200
1989-12-18,4.000000,4.062500,3.687500,3.875000,3.875000,3392200
1989-12-25,3.937500,4.000000,3.812500,3.937500,3.937500,3485200
1990-01-01,3.937500,4.125000,3.687500,3.812500,3.812500,5686000
1990-01-08,3.812500,3.875000,3.687500,3.750000,3.750000,3971600
1990-01-15,3.687500,3.937500,3.562500,3.750000,3.750000,3131600
1990-01-22,3.750000,3.875000,3.562500,3.687500,3.687500,2252800
1990-01-29,3.687500,3.750000,3.500000,3.500000,3.500000,2500600
1990-02-05,3.500000,3.687500,3.437500,3.625000,3.625000,2115800
1990-02-12,3.625000,3.687500,3.500000,3.625000,3.625000,882600
1990-02-19,3.562500,3.937500,3.500000,3.875000,3.875000,3527200
1990-02-26,3.875000,4.562500,3.875000,4.500000,4.500000,7409000
1990-03-05,4.500000,4.687500,4.375000,4.500000,4.500000,3566400
1990-03-12,4.437500,4.687500,4.375000,4.625000,4.625000,3848400
1990-03-19,4.625000,5.062500,4.500000,4.937500,4.937500,9051600
1990-03-26,5.000000,5.000000,4.500000,4.562500,4.562500,3237600
1990-04-02,4.437500,4.750000,4.437500,4.437500,4.437500,3153600
1990-04-09,4.500000,4.562500,4.187500,4.437500,4.437500,2106000
1990-04-16,4.437500,4.500000,4.125000,4.312500,4.312500,3678600
1990-04-23,4.312500,4.375000,4.062500,4.312500,4.312500,2988200
1990-04-30,4.250000,4.437500,4.125000,4.187500,4.187500,1828800
1990-05-07,4.187500,4.750000,4.187500,4.750000,4.750000,6284200
1990-05-14,4.750000,5.312500,4.687500,5.187500,5.187500,11461400
1990-05-21,5.250000,5.625000,5.000000,5.375000,5.375000,11076000
1990-05-28,5.312500,5.687500,5.187500,5.250000,5.250000,4779600
1990-06-04,5.187500,5.375000,4.750000,4.812500,4.812500,7690600
1990-06-11,4.812500,5.000000,4.625000,4.687500,4.687500,8675200
1990-06-18,4.687500,4.750000,4.437500,4.500000,4.500000,3506800
1990-06-25,4.562500,4.750000,4.437500,4.750000,4.750000,3319200
1990-07-02,4.750000,4.875000,4.625000,4.812500,4.812500,2630600
1990-07-09,4.750000,4.812500,4.500000,4.812500,4.812500,3908200
1990-07-16,4.812500,4.812500,3.562500,3.625000,3.625000,4683600
1990-07-23,3.562500,3.687500,3.375000,3.562500,3.562500,5543800
1990-07-30,3.562500,3.562500,2.812500,3.062500,3.062500,4491200
1990-08-06,2.875000,2.937500,2.437500,2.750000,2.750000,7258000
1990-08-13,2.750000,3.125000,2.750000,2.875000,2.875000,8630800
1990-08-20,2.937500,2.937500,2.625000,2.750000,2.750000,3239600
1990-08-27,2.812500,2.937500,2.562500,2.687500,2.687500,3725800
1990-09-03,2.687500,3.125000,2.687500,3.125000,3.125000,3178800
1990-09-10,3.250000,3.250000,2.750000,2.875000,2.875000,3130200
1990-09-17,2.812500,2.875000,2.687500,2.750000,2.750000,1746400
1990-09-24,2.750000,2.750000,2.437500,2.562500,2.562500,3018000
1990-10-01,2.625000,2.875000,2.375000,2.500000,2.500000,2819000
1990-10-08,2.500000,2.562500,1.812500,2.000000,2.000000,7971800
1990-10-15,2.125000,2.125000,1.875000,2.000000,2.000000,2446000
1990-10-22,2.000000,2.125000,1.875000,2.062500,2.062500,2153400
1990-10-29,2.062500,2.062500,1.875000,1.875000,1.875000,1690800
1990-11-05,1.937500,2.000000,1.875000,1.937500,1.937500,1602800
1990-11-12,2.062500,2.437500,2.062500,2.125000,2.125000,4944000
1990-11-19,2.187500,2.187500,2.000000,2.000000,2.000000,1546200
1990-11-26,2.000000,2.187500,2.000000,2.187500,2.187500,2865400
1990-12-03,2.187500,2.375000,2.125000,2.312500,2.312500,4088600
1990-12-10,2.312500,2.562500,2.250000,2.437500,2.437500,4690200
1990-12-17,2.312500,2.687500,2.312500,2.687500,2.687500,7221800
1990-12-24,2.625000,2.625000,2.375000,2.375000,2.375000,1729800
1990-12-31,2.375000,2.625000,2.000000,2.562500,2.562500,2505400
1991-01-07,2.500000,2.562500,2.375000,2.500000,2.500000,2911800
1991-01-14,2.437500,3.000000,2.312500,2.812500,2.812500,10227000
1991-01-21,2.750000,3.750000,2.687500,3.625000,3.625000,13894800
1991-01-28,3.625000,3.750000,3.375000,3.750000,3.750000,7099200
1991-02-04,3.750000,4.125000,3.750000,3.937500,3.937500,12412800
1991-02-11,3.937500,4.125000,3.875000,3.937500,3.937500,6608800
1991-02-18,3.937500,4.125000,3.750000,3.875000,3.875000,5360800
1991-02-25,3.937500,4.250000,3.625000,4.000000,4.000000,8210000
1991-03-04,4.250000,5.062500,4.187500,4.687500,4.687500,21334800
1991-03-11,4.750000,5.187500,4.500000,5.125000,5.125000,10838400
1991-03-18,5.062500,5.687500,5.000000,5.625000,5.625000,14887800
1991-03-25,5.750000,5.875000,5.000000,5.250000,5.250000,10953200
1991-04-01,5.125000,5.812500,5.000000,5.687500,5.687500,10041200
1991-04-08,5.750000,6.875000,5.625000,6.812500,6.812500,21580600
1991-04-15,6.812500,7.125000,6.562500,6.750000,6.750000,15567400
1991-04-22,6.750000,6.750000,6.000000,6.187500,6.187500,12185200
1991-04-29,6.187500,6.375000,5.812500,6.062500,6.062500,9439400
1991-05-06,6.000000,6.375000,5.750000,6.125000,6.125000,7347600
1991-05-13,6.125000,6.250000,5.250000,5.500000,5.500000,6562600
1991-05-20,5.562500,6.750000,5.500000,6.500000,6.500000,12513200
1991-05-27,6.437500,6.875000,6.375000,6.750000,6.750000,6369400
1991-06-03,6.750000,7.062500,6.375000,6.500000,6.500000,9446000
1991-06-10,6.437500,6.875000,6.187500,6.437500,6.437500,7883800
1991-06-17,6.375000,6.437500,5.812500,6.000000,6.000000,4962200
1991-06-24,6.000000,6.187500,5.687500,6.000000,6.000000,4325400
1991-07-01,6.187500,6.312500,5.562500,5.687500,5.687500,4258200
1991-07-08,5.562500,6.562500,5.500000,6.500000,6.500000,10177000
1991-07-15,6.500000,6.812500,5.562500,5.562500,5.562500,12151000
1991-07-22,5.562500,5.687500,5.125000,5.187500,5.187500,8474600
1991-07-29,5.187500,5.937500,5.062500,5.750000,5.750000,6129000
1991-08-05,5.750000,5.812500,5.500000,5.500000,5.500000,4460200
1991-08-12,5.500000,5.875000,5.437500,5.562500,5.562500,3439400
1991-08-19,5.062500,5.937500,5.062500,5.750000,5.750000,8718400
1991-08-26,5.812500,6.312500,5.625000,6.187500,6.187500,24240400
1991-09-02,6.187500,6.250000,5.750000,5.937500,5.937500,5330200
1991-09-09,5.937500,6.000000,5.562500,5.625000,5.625000,3659000
1991-09-16,5.562500,5.562500,5.062500,5.187500,5.187500,7330600
1991-09-23,5.187500,5.375000,4.687500,4.812500,4.812500,7388600
1991-09-30,4.687500,4.750000,4.187500,4.500000,4.500000,16451600
1991-10-07,4.500000,5.250000,4.437500,5.250000,5.250000,8376800
1991-10-14,5.375000,5.750000,5.312500,5.562500,5.562500,11652200
1991-10-21,5.500000,5.500000,5.125000,5.187500,5.187500,4737800
1991-10-28,5.250000,6.500000,5.250000,6.125000,6.125000,20392200
1991-11-04,6.125000,6.687500,5.875000,6.500000,6.500000,15727000
1991-11-11,6.500000,7.062500,6.062500,6.312500,6.312500,11845400
1991-11-18,6.312500,7.062500,6.000000,6.937500,6.937500,12051400
1991-11-25,7.062500,7.312500,6.750000,7.187500,7.187500,11073000
1991-12-02,7.000000,7.750000,6.937500,7.562500,7.562500,13565800
1991-12-09,7.562500,8.062500,7.312500,7.875000,7.875000,10519200
1991-12-16,7.875000,8.625000,7.312500,8.250000,8.250000,17298000
1991-12-23,8.375000,8.875000,8.312500,8.375000,8.375000,6305000
1991-12-30,8.375000,9.187500,8.375000,9.125000,9.125000,9796000
1992-01-06,9.125000,10.250000,9.000000,9.562500,9.562500,30872800
1992-01-13,9.687500,10.125000,8.687500,9.312500,9.312500,21425600
1992-01-20,9.312500,10.625000,9.250000,10.312500,10.312500,21155800
1992-01-27,10.500000,10.687500,9.125000,9.437500,9.437500,19450800
1992-02-03,9.250000,10.750000,9.250000,10.125000,10.125000,21681400
1992-02-10,10.250000,10.562500,9.562500,9.687500,9.687500,11723400
1992-02-17,9.937500,10.125000,9.500000,9.750000,9.750000,9696800
1992-02-24,9.687500,10.000000,8.937500,9.187500,9.187500,13884200
1992-03-02,9.125000,9.187500,8.125000,8.562500,8.562500,13307600
1992-03-09,8.625000,9.375000,8.562500,8.937500,8.937500,7546600
1992-03-16,8.937500,9.437500,8.750000,9.375000,9.375000,5681200
1992-03-23,9.375000,9.812500,8.750000,8.750000,8.750000,9981600
1992-03-30,8.750000,8.937500,8.312500,8.875000,8.875000,7964000
1992-04-06,8.937500,9.750000,8.187500,8.312500,8.312500,19979200
1992-04-13,8.187500,8.875000,8.187500,8.437500,8.437500,7888400
1992-04-20,8.312500,8.312500,7.312500,7.500000,7.500000,10060000
1992-04-27,7.437500,8.937500,7.437500,8.437500,8.437500,10382000
1992-05-04,8.500000,9.062500,8.375000,8.937500,8.937500,7226400
1992-05-11,8.875000,9.250000,7.625000,7.750000,7.750000,13586400
1992-05-18,7.812500,8.000000,7.375000,7.687500,7.687500,11911600
1992-05-25,7.750000,8.000000,7.562500,7.875000,7.875000,5067600
1992-06-01,7.750000,7.812500,7.375000,7.500000,7.500000,4583000
1992-06-08,7.437500,8.000000,7.250000,7.437500,7.437500,8802200
1992-06-15,7.437500,7.687500,4.375000,4.687500,4.687500,26602600
1992-06-22,4.875000,4.937500,4.250000,4.312500,4.312500,13928400
1992-06-29,4.375000,4.500000,3.687500,3.812500,3.812500,10461800
1992-07-06,3.812500,4.312500,3.687500,4.125000,4.125000,14090800
1992-07-13,4.250000,4.500000,4.187500,4.312500,4.312500,12939800
1992-07-20,4.312500,4.437500,4.187500,4.187500,4.187500,4484000
1992-07-27,4.250000,4.437500,4.187500,4.437500,4.437500,5846400
1992-08-03,4.375000,4.812500,4.375000,4.687500,4.687500,10185800
1992-08-10,4.625000,4.687500,4.500000,4.687500,4.687500,3918400
1992-08-17,4.625000,4.687500,4.250000,4.312500,4.312500,3328800
1992-08-24,4.250000,4.875000,4.187500,4.750000,4.750000,6762200
1992-08-31,4.875000,5.937500,4.812500,5.562500,5.562500,16565600
1992-09-07,5.562500,6.250000,5.375000,6.187500,6.187500,8826200
1992-09-14,6.312500,6.500000,5.875000,6.125000,6.125000,8775200
1992-09-21,6.125000,6.187500,5.562500,5.750000,5.750000,5776200
1992-09-28,5.625000,5.812500,5.312500,5.625000,5.625000,6408200
1992-10-05,5.500000,6.500000,5.375000,5.937500,5.937500,23558400
1992-10-12,6.125000,6.562500,6.125000,6.500000,6.500000,10255400
1992-10-19,6.500000,7.187500,6.437500,7.187500,7.187500,14530400
1992-10-26,7.125000,8.375000,7.125000,8.250000,8.250000,13769200
1992-11-02,8.250000,8.312500,7.562500,8.125000,8.125000,9091600
1992-11-09,8.062500,8.250000,7.750000,8.250000,8.250000,6180400
1992-11-16,8.125000,9.250000,7.937500,9.187500,9.187500,13846000
1992-11-23,9.000000,9.312500,8.500000,8.687500,8.687500,8174800
1992-11-30,8.750000,9.187500,7.500000,8.375000,8.375000,17349200
1992-12-07,8.562500,9.062500,8.312500,8.375000,8.375000,8714600
1992-12-14,8.437500,9.250000,7.937500,9.125000,9.125000,13641800
1992-12-21,9.125000,9.375000,8.500000,8.812500,8.812500,8194800
1992-12-28,8.875000,9.125000,8.750000,9.062500,9.062500,4009400
1993-01-04,9.000000,10.750000,8.812500,9.625000,9.625000,20825400
1993-01-11,9.875000,10.250000,9.562500,10.000000,10.000000,15301800
1993-01-18,10.000000,10.437500,9.750000,9.875000,9.875000,7708400
1993-01-25,9.875000,10.062500,9.187500,9.375000,9.375000,8599800
1993-02-01,9.312500,10.437500,9.250000,9.812500,9.812500,13373400
1993-02-08,9.875000,10.750000,9.750000,10.687500,10.687500,12882000
1993-02-15,10.562500,11.187500,9.687500,11.062500,11.062500,12427800
1993-02-22,11.125000,11.250000,10.062500,10.875000,10.875000,9447000
1993-03-01,10.937500,11.750000,10.437500,11.625000,11.625000,11014000
1993-03-08,11.750000,12.250000,11.500000,11.875000,11.875000,8004200
1993-03-15,12.000000,12.062500,11.250000,11.312500,11.312500,6409800
1993-03-22,11.187500,11.687500,10.812500,11.375000,11.375000,6126600
1993-03-29,11.562500,11.625000,10.562500,10.687500,10.687500,6534800
1993-04-05,10.687500,12.750000,10.687500,12.437500,12.437500,14719600
1993-04-12,12.625000,13.000000,11.875000,12.062500,12.062500,10372400
1993-04-19,13.750000,16.437500,13.562500,15.250000,15.250000,31166000
1993-04-26,15.250000,15.250000,13.625000,14.062500,14.062500,14725400
1993-05-03,14.250000,15.312500,14.187500,14.750000,14.750000,9760600
1993-05-10,14.750000,15.000000,14.187500,14.250000,14.250000,5837000
1993-05-17,14.187500,14.812500,13.625000,14.437500,14.437500,12453400
1993-05-24,14.375000,15.375000,14.000000,14.312500,14.312500,8874000
1993-05-31,14.250000,14.625000,13.812500,14.000000,14.000000,6092400
1993-06-07,11.500000,12.000000,10.500000,10.562500,10.562500,28744400
1993-06-14,10.750000,11.312500,10.187500,10.375000,10.375000,19983200
1993-06-21,10.375000,10.937500,10.250000,10.687500,10.687500,7122600
1993-06-28,10.750000,12.250000,10.750000,11.937500,11.937500,13561400
1993-07-05,12.125000,12.625000,11.562500,12.437500,12.437500,7567200
1993-07-12,12.500000,12.562500,11.375000,11.500000,11.500000,6974200
1993-07-19,11.500000,12.875000,11.500000,12.187500,12.187500,7023600
1993-07-26,12.250000,12.375000,11.750000,11.937500,11.937500,2968400
1993-08-02,12.125000,14.125000,12.125000,14.125000,14.125000,9850800
1993-08-09,14.125000,15.125000,13.875000,15.125000,15.125000,11050800
1993-08-16,14.937500,16.312500,14.937500,15.500000,15.500000,14039200
1993-08-23,15.500000,15.875000,15.125000,15.625000,15.625000,9241200
1993-08-30,15.625000,16.250000,14.250000,14.500000,14.500000,14786000
1993-09-06,13.750000,14.375000,13.000000,14.250000,14.250000,12542200
1993-09-13,14.375000,14.875000,13.687500,14.687500,14.687500,7631200
1993-09-20,14.687500,15.312500,14.125000,15.000000,15.000000,6550200
1993-09-27,15.000000,15.125000,12.500000,12.937500,12.937500,17759400
1993-10-04,13.125000,13.375000,10.000000,10.250000,10.250000,30596000
1993-10-11,10.375000,10.562500,9.750000,10.125000,10.125000,16959000
1993-10-18,10.250000,10.375000,8.937500,10.000000,10.000000,13584000
1993-10-25,9.875000,10.125000,9.500000,9.875000,9.875000,14333200
1993-11-01,10.000000,10.250000,9.375000,9.625000,9.625000,8479800
1993-11-08,9.687500,10.125000,9.375000,9.875000,9.875000,7373400
1993-11-15,9.875000,10.125000,9.062500,9.250000,9.250000,10279200
1993-11-22,9.250000,9.687500,8.937500,9.562500,9.562500,7134400
1993-11-29,9.625000,9.750000,9.187500,9.250000,9.250000,6582200
1993-12-06,9.187500,9.187500,8.687500,8.812500,8.812500,9211200
1993-12-13,8.937500,9.187500,8.812500,8.937500,8.937500,5239200
1993-12-20,9.062500,9.062500,8.500000,8.687500,8.687500,6198000
1993-12-27,8.687500,9.125000,8.625000,8.875000,8.875000,5481000
1994-01-03,8.875000,9.250000,8.375000,9.187500,9.187500,12375800
1994-01-10,9.187500,9.437500,8.812500,9.437500,9.437500,8460000
1994-01-17,9.375000,9.875000,9.250000,9.625000,9.625000,7931200
1994-01-24,9.562500,10.687500,9.500000,10.187500,10.187500,12648400
1994-01-31,10.312500,10.437500,10.062500,10.187500,10.187500,7414000
1994-02-07,10.125000,11.125000,10.062500,10.625000,10.625000,9802400
1994-02-14,10.750000,11.250000,10.562500,10.875000,10.875000,5299800
1994-02-21,10.812500,11.187500,10.500000,10.625000,10.625000,4205600
1994-02-28,10.687500,12.062500,10.625000,11.687500,11.687500,10496200
1994-03-07,11.562500,14.625000,10.625000,14.125000,14.125000,38587000
1994-03-14,14.000000,15.125000,13.750000,14.875000,14.875000,23469800
1994-03-21,14.875000,15.875000,14.687500,14.812500,14.812500,16322600
1994-03-28,14.812500,15.750000,13.875000,15.625000,15.625000,18657800
1994-04-04,15.312500,15.875000,13.812500,14.000000,14.000000,19767000
1994-04-11,13.875000,14.000000,11.937500,12.000000,12.000000,12394400
1994-04-18,12.187500,13.062500,11.375000,12.750000,12.750000,11455600
1994-04-25,12.687500,13.687500,12.687500,13.187500,13.187500,6680200
1994-05-02,13.187500,13.625000,12.187500,12.250000,12.250000,8360600
1994-05-09,12.125000,12.687500,11.312500,11.875000,11.875000,9206400
1994-05-16,11.937500,13.062500,11.437500,12.562500,12.562500,6294800
1994-05-23,12.750000,13.562500,12.687500,13.125000,13.125000,7519600
1994-05-30,12.937500,14.812500,12.875000,14.125000,14.125000,9671800
1994-06-06,14.250000,14.375000,12.875000,13.437500,13.437500,7480400
1994-06-13,13.437500,13.687500,12.812500,13.000000,13.000000,5704400
1994-06-20,12.812500,13.000000,11.875000,12.187500,12.187500,6405400
1994-06-27,12.000000,13.437500,12.000000,13.000000,13.000000,10593400
1994-07-04,13.000000,13.687500,12.437500,13.375000,13.375000,5087200
1994-07-11,13.500000,13.500000,12.500000,12.687500,12.687500,6932000
1994-07-18,12.625000,13.062500,12.187500,12.937500,12.937500,6822800
1994-07-25,12.937500,13.500000,12.625000,13.500000,13.500000,4385800
1994-08-01,13.437500,13.687500,13.000000,13.312500,13.312500,3508800
1994-08-08,13.250000,14.312500,13.125000,14.187500,14.187500,6623000
1994-08-15,14.187500,14.500000,13.937500,14.375000,14.375000,4286600
1994-08-22,14.250000,14.812500,14.187500,14.687500,14.687500,7192800
1994-08-29,14.687500,14.937500,13.687500,14.062500,14.062500,9725600
1994-09-05,14.062500,14.187500,13.687500,13.937500,13.937500,3824800
1994-09-12,13.875000,15.000000,13.687500,15.000000,15.000000,7748600
1994-09-19,15.062500,15.500000,14.250000,15.000000,15.000000,9181000
1994-09-26,14.937500,15.250000,14.500000,14.875000,14.875000,6120800
1994-10-03,15.125000,15.187500,12.062500,12.312500,12.312500,28212000
1994-10-10,12.500000,12.750000,11.125000,11.375000,11.375000,26053600
1994-10-17,11.437500,12.000000,11.312500,11.875000,11.875000,12707600
1994-10-24,12.187500,13.375000,12.000000,13.187500,13.187500,14094400
1994-10-31,13.125000,13.375000,12.750000,13.000000,13.000000,9438200
1994-11-07,13.000000,13.125000,12.062500,12.250000,12.250000,6173400
1994-11-14,12.187500,12.625000,12.062500,12.625000,12.625000,7639000
1994-11-21,12.750000,13.062500,12.125000,12.625000,12.625000,7603600
1994-11-28,12.750000,12.937500,12.375000,12.500000,12.500000,6423400
1994-12-05,12.500000,12.562500,11.562500,11.875000,11.875000,6333600
1994-12-12,11.812500,12.125000,11.187500,11.562500,11.562500,8692000
1994-12-19,11.687500,11.687500,11.250000,11.437500,11.437500,8035400
1994-12-26,11.750000,12.500000,11.750000,12.437500,12.437500,7438000
1995-01-02,12.625000,13.937500,12.437500,13.937500,13.937500,13912400
1995-01-09,14.375000,16.000000,14.062500,15.750000,15.750000,26654000
1995-01-16,15.687500,16.125000,15.625000,15.687500,15.687500,15588600
1995-01-23,15.250000,15.625000,14.750000,15.125000,15.125000,10930000
